"Level","given_name","family_name","dob","ecc_dur","mrsi","ecc_asymm","con_asymm","lan_asymm","ecc_side","con_side","lan_side","height","Athlete","sl_mrsi","sl_ecc_asymm","sl_con_asymm","sl_lan_asymm","sl_height_right","sl_height_left","sl_ecc_side","sl_con_side","sl_lan_side","sl_avg_height","sl_ecc_dur_left","sl_ecc_dur_right","sl_ecc_dur_avg"
"8","Kennedy","Lewis",2012-03-15,0.543377819327306,0.373835050771107,-15.6122484458539,-26.6084239253502,-20.666551320321,0,0,0,10.9808257778051,"Kennedy Lewis",0.263606138646813,9.49373893669711,1.98383832329951,8.78271690576013,7.63252553033927,5.48471711809132,1,1,1,6.5586213242153,0.731791937228237,0.322227645856588,0.527009791542413
"8","Scarlet","Matthews",2010-03-22,0.571687501560465,0.17276843509678,-0.129725550623988,21.4043764001695,13.4310503330527,0,1,1,7.61521735652746,"Scarlet Matthews",0.209340332334097,-7.46249914174563,-2.17809780631608,4.61869767180751,6.55579702470657,8.15260747912105,0,0,1,7.35420225191381,0.854029250150013,0.768627947786648,0.811328598968331
"8","Hollie","Pratt",2010-07-12,0.573733876872089,0.477013818342273,-5.0251488428436,16.16968611668,-0.120088368481585,0,1,0,14.2321533280658,"Hollie Pratt",0.238332746609891,-43.3437327152405,34.3700269431218,-31.3139673855274,6.57491177000404,4.5063431643856,0,1,0,5.54062746719482,0.632899330547223,0.59623663444827,0.614567982497747
"7","Ashlyn","Blackmon",2010-09-10,0.677724205343776,0.263623312989311,16.5413005148004,12.7696343623314,-7.99227377624907,1,1,0,6.83327708010248,"Ashlyn Blackmon",0.349234319282043,-7.69991287280643,-0.317306437188662,22.2782383420486,6.25875133229268,6.23830752868206,0,0,1,6.24852943048737,0.296050769005909,0.792047280817318,0.544049024911614
"7","Chamblee","Cranford",2012-10-16,0.637286241800124,0.625017458129144,27.4309834873304,9.39672704857039,-32.4166195073253,1,1,0,12.5692867569689,"Chamblee Cranford",0.153468683742942,-26.5747645351047,-49.436743479083,3.42691882066567,5.32214924856191,6.13840931120059,0,0,1,5.73027927988125,0.816508422273109,0.540849090275941,0.678678756274525
"7","Grace","Fiske",2010-07-26,0.447850694818219,0.268079482015646,2.86542005600404,1.95671719014418,-8.14278687952962,1,1,0,13.9728729573931,"Grace Fiske",0.341207559919292,29.9051943688418,37.5874450365798,31.7536765598722,4.91148876826112,6.42758362753973,1,1,1,5.66953619790042,0.519068087588906,0.527058245163198,0.523063166376052
"7","Mckinley","Hardee",2011-01-28,0.572570009953679,0.399187144414856,-46.7880282065018,-1.09023687750315,5.12096295471146,0,0,1,11.8528528672643,"Mckinley Hardee",0.2446504425023,21.9032979133795,0.706388864905139,5.3773838909236,7.32582958918936,5.70759656209766,1,1,1,6.51671307564351,0.746441971494,0.869401016053221,0.80792149377361
"7","Gemma","Hatton",2014-05-21,0.215290633497185,0.515110273741821,-18.8101302864173,-8.09280973493629,14.8382391955143,0,0,1,10.7686362494613,"Gemma Hatton",0.38836721481848,-41.0097410725472,-35.0288840955623,35.5012644992651,4.13947492783548,5.90942351503906,0,0,1,5.02444922143727,0.696739566195215,0.717429979595883,0.707084772895549
"7","Ryan","Marsh",2011-01-18,0.583627714095638,0.243910601322016,-11.3694958158428,30.9183476530572,44.7195691051361,0,1,1,14.578087124929,"Ryan Marsh",0.209033147207073,-31.0152123191915,-2.23201004987281,18.6841177067655,6.6609925235074,6.22277892662145,0,0,1,6.44188572506442,0.21671201164026,0.416241437575307,0.316476724607784
"7","Caitlyn","Orlando",2012-11-12,0.736782891543179,0.293454120141298,14.5457308039747,11.3387170277533,-40.5994703543904,1,1,0,13.2952717979353,"Caitlyn Orlando",0.378847344765181,-1.61786761551884,14.8581936443014,-9.82240668874061,5.64443546709189,5.49917899176477,0,1,0,5.57180722942833,0.529471548279103,0.799450438586171,0.664460993432637
"7","Abigail","Schaney",2010-10-01,0.191648566766457,0.249519086700155,36.0438923083987,-1.42313861833214,9.6820377871096,1,0,1,13.3136652011689,"Abigail Schaney",0.276385946390041,-20.3619173887668,5.4064950357867,20.0044025271809,6.03777060260932,4.47974573632796,0,1,1,5.25875816946864,0.559928125785681,1.05417627047212,0.807052198128899
"7","Cameron","Winker",2011-03-21,0.134414641320017,0.308133499172085,-16.7050094543406,-35.5450053192982,21.9532112933165,0,0,1,11.7602822675128,"Cameron Winker",0.343485821188542,-1.74405260509495,22.7954406115053,28.072933111186,7.1401529255343,6.65073820039137,0,1,1,6.89544556296284,0.337223130396055,0.0317150785240888,0.184469104460072
"7","Miller","Young",2011-04-05,0.714409413871664,0.447754497448775,13.9709521794748,5.89002268638611,-3.4352729618384,1,1,0,13.7979886412324,"Miller Young",0.311694059461413,-28.7117733648261,-12.3108163131973,-16.3131330808809,5.90337830180208,4.81101775253532,0,0,0,5.3571980271687,0.383691019177821,0.294810522762394,0.339250770970108
"7","Corrine","Brantley",2010-02-17,0.524786930349117,0.51929997851048,5.05693830233448,-0.432270304614639,-11.3640125989545,1,0,0,11.3602063115602,"Corrine Brantley",0.225056873176619,7.19305941330823,-8.34328525345795,-29.9540916114309,7.57445489233936,4.33455507874436,1,0,0,5.95450498554186,0.49090634317242,0.523701385255557,0.507303864213989
"6","Brigsley","Alligood",2013-07-22,0.697912304167323,0.519703775228157,-29.1388907153323,31.9345878471252,-16.3350363343724,0,1,0,9.5827509319915,"Brigsley Alligood",0.333153394328443,-29.5375811465557,14.1635651521892,-3.91547454583468,5.50169454598534,4.5980533100833,0,1,0,5.04987392803432,0.601713807128074,0.978886726898152,0.790300267013113
"6","Madison","Hood",2012-09-26,0.436221094916051,0.447581592050476,-0.204773635995839,-15.8414177295277,24.6960245908792,0,0,1,14.9791832142595,"Madison Hood",0.315180962372429,-24.0364556690964,-18.8308556332999,-1.00914208801981,5.5367054513305,4.83110054111913,0,0,0,5.18390299622482,0.834440418938282,0.418156156596483,0.626298287767382
"6","Maeve","Nemecek",2012-06-28,0.278951123369483,0.532935224560852,9.18983272461491,-5.20053122676047,-4.95098657590836,1,0,0,5.86460899392018,"Maeve Nemecek",0.328455147754556,-24.9199258633066,3.77846513243512,-28.2874504114883,5.14232154339896,7.20367658392955,0,1,0,6.17299906366426,0.60631319486843,0.45716822812722,0.531740711497825
"6","Harper","Scorsone",2014-10-08,0.313751334260068,0.440503841905656,-46.0401805986916,-24.1618688546948,12.5417403661366,0,0,1,12.7733693886656,"Harper Scorsone",0.148106424093147,13.8733036770486,10.8056592890206,-2.29078000903481,6.85359612195018,6.31482187871327,1,1,0,6.58420900033172,0.260290805728963,0.661323853695831,0.460807329712397
"6","Leah","Williams",2011-07-17,0.662172453047628,0.478734216698434,8.78095559651443,-5.47484543061428,-14.003389608136,1,0,0,9.96389023194288,"Leah Williams",0.239775462503071,1.16752773225225,-3.54191687303335,20.1497834348449,5.01858839851602,4.94993161782438,1,0,1,4.9842600081702,0.642773969509164,0.67406818493237,0.658421077220767
"6","Andie","Winker",2015-05-25,0.65369492428331,0.315045486185836,-8.95640222114559,1.67430864795082,0.276928728339144,0,1,1,9.53444147457253,"Andie Winker",0.189598435887194,-2.64938240143311,-22.357459166637,18.0675228580839,5.15329618347863,6.66585394059571,0,0,1,5.90957506203717,0.532423331094619,0.355844286846536,0.444133808970577
"Diamond","Rachel","Keevfauver",2007-05-03,0.6627384735703,0.492177792682004,21.630097328588,-7.49131322001566,-8.16028377532123,1,0,0,7.84435074852167,"Rachel Keevfauver",0.281039355882361,-23.8960598275973,28.3366253703266,-2.20339743982496,5.34085512439244,5.79174840528897,0,1,0,5.5663017648407,0.379828061396917,0.865062959522421,0.622445510459669
"Diamond","Kerry","McCrea",2007-06-02,0.546178104324135,0.288769107626641,-7.38919517513882,4.10817717005625,-5.8892876310849,0,1,0,15.031971818195,"Kerry McCrea",0.278336010224272,14.9509843748923,-46.9085740548353,18.6452148664597,5.10448930534996,6.2843183248582,1,0,1,5.69440381510408,0.228944610224658,0.545595352679507,0.387269981452083
"Diamond","Kayla","Hardee",2008-04-08,0.468538657436042,0.37562409033287,15.3821969297754,4.48429260895485,-20.2497442165435,1,1,0,7.73740013502319,"Kayla Hardee",0.246710726975372,-36.8024512596618,-28.9443599951072,15.764999535279,5.82743048075296,5.24981781728586,0,0,1,5.53862414901941,0.50404825492495,0.668250661588493,0.586149458256721
"Diamond","Hailey","Wilson",2008-08-18,0.53809378270566,0.294447456183629,30.3751369276403,2.11472872219199,6.19399535267662,1,1,1,7.71859811627245,"Hailey Wilson",0.318323755865285,-21.0476860527366,42.5349880660336,8.21824742193692,5.45624366255059,5.45624070992224,0,1,1,5.45624218623642,0.116736503790024,0.407231057216952,0.261983780503488
"Platinum","Sophie","Bryant",2011-07-09,0.839710634470612,0.185401475136779,8.81340172371358,13.5215767195588,21.0262293327502,1,1,1,11.4902979257087,"Sophie Bryant",0.603974333682421,-24.1456258955401,-3.01024537118575,4.92730539033561,7.01257961844715,5.72014389364209,0,0,1,6.36636175604462,0.48887146541039,0.459151765573255,0.474011615491823
"Platinum","Reagan","Davis",2009-02-11,0.659981941317005,0.587626012871266,-12.9908336678663,16.3816983217455,20.7807114870308,0,1,1,11.2968272865117,"Reagan Davis",0.318019525752099,-11.002671119039,-27.463948662681,-14.5525223795283,5.0042064380604,5.39207410611248,0,0,0,5.19814027208644,1.17665643196894,0.421587241231033,0.799121836599987
"Platinum","Madalyn","Dutton",2007-05-19,0.367698857217515,0.34512984278834,14.7433970210273,-0.901446969908916,19.2807464812993,1,0,1,3.85120746228501,"Madalyn Dutton",0.229743423591534,17.2823954960342,-27.1501194674078,-10.4029821494162,7.02754655270499,7.12489317334888,1,0,0,7.07621986302693,0.418465851002112,0.520360406778484,0.469413128890298
"Platinum","Miranda","Dutton",2012-02-16,0.692697184991438,0.509329276838118,-8.91819425273972,15.5603885395344,-13.1444387276833,0,1,0,12.3720625053528,"Miranda Dutton",0.212072168648561,-20.3657317270103,-6.35392982752451,-7.23562371536537,6.29555672850235,5.45050589105369,0,0,0,5.87303130977802,0.449778589733091,0.374195403099483,0.411986996416287
"Platinum","Carleigh","Flaherty",2012-01-10,0.575022539911694,0.503470595514578,-32.424718000681,19.5400343330994,4.41831067702643,0,1,1,12.8053437838494,"Carleigh Flaherty",0.17528628538062,11.0363649324576,34.7932702148954,10.0382238055456,7.0256668961097,5.83551588691038,1,1,1,6.43059139151004,0.176070231893155,0.658434222111125,0.41725222700214
"Platinum","Callie","Helms",2012-09-19,0.627213522601656,0.530451470416534,-7.04465016011904,-28.4296385213983,13.4418714713064,0,0,1,12.8467109222723,"Callie Helms",0.358222787799439,10.2901325342139,-14.0129344422915,-3.84478282990001,5.71877662565241,5.99485349251079,1,0,0,5.8568150590816,0.79485163174901,0.387124343031084,0.590987987390047
"Platinum","Jessica","Hofferbert",2007-06-28,0.836486434313787,0.346164499223171,-8.25549528583681,-11.0549160258538,10.4020887320533,0,0,1,8.80370097366116,"Jessica Hofferbert",0.511638911279833,10.4484858678861,-12.6753160301413,-6.36153380523197,6.86359756506911,5.76971654062154,1,0,0,6.31665705284533,0.8305065537678,0.350575771417214,0.590541162592507
"Platinum","Jordin","Morstad",2013-11-23,0.61528887829376,0.331838766053909,-14.8689118409699,34.9863386141862,27.2883913734832,0,1,1,13.7123118181603,"Jordin Morstad",0.433223102700988,-17.7975453462393,18.4673182880231,-15.798285995828,5.26457862806603,6.28085706500195,0,1,0,5.77271784653399,0.319787915774102,0.507170039928789,0.413478977851446
"Platinum","Mabry","Rice",2013-12-05,0.317295724602537,0.559893232133844,-6.21339248529145,-2.34093621091475,-4.04720214190091,0,0,0,13.8378961362936,"Mabry Rice",0.412078694523383,10.8240058207536,0.324178514203721,-70.8559537874308,5.67794324286037,5.96677444905093,1,1,0,5.82235884595565,0.529081591434387,0.436278167937139,0.482679879685763
"Platinum","Sydney","Stovesand",2014-02-06,0.839884359285794,0.595555800163692,1.44352153418997,-2.78027428925858,5.90283828846552,1,0,1,13.3526834284998,"Sydney Stovesand",0.450660619423339,35.1196382281188,-19.558865249263,31.3354498506867,5.13918098418541,3.56270058711457,1,0,1,4.35094078564999,0.354282906056009,-0.0511225907395317,0.151580157658239
"Platinum","Hannah","Thomas",2010-12-09,0.349797737541814,0.166784270951302,41.3388691284766,-11.6833205590306,17.3196834652562,1,0,1,11.6804936165253,"Hannah Thomas",0.338365127833164,28.8817804239349,-12.4699592290532,11.2311502933686,4.43284050450937,6.89634600674798,1,0,1,5.66459325562868,0.793274260000675,0.365542825612191,0.579408542806433
"Platinum","Lydia","Young",2009-07-12,0.327506171799934,0.21841164345973,12.5781561694624,-23.3421883708457,7.47930830807265,1,0,1,14.0114273721856,"Lydia Young",0.284230849755836,10.8131961335638,-13.9035967416837,12.2090117241618,5.71084378865457,4.64691551654773,1,0,1,5.17887965260115,0.809305683300382,0.361735948935109,0.585520816117745
"4","Taylor","Orr",2015-10-31,0.525659313933289,0.446263220098488,6.93720492280384,0.835688008891608,-23.6896983133978,1,1,0,14.7706063737568,"Taylor Orr",0.255764246117677,-23.8895798270998,-8.7430822656377,56.086785731362,5.81469842270247,6.69626306472327,0,0,1,6.25548074371287,0.524754449963173,0.922438818880426,0.723596634421799
"6","Elana","Del Toro",2014-07-15,0.442984263009267,0.64461271455279,28.2609485679817,14.3316903175954,-7.35183214660705,1,1,0,16.3262665568461,"Elana Del Toro",0.200197382695835,18.4383818884752,-29.5614879583674,35.3415857448769,8.26402125939227,5.84962683197977,1,0,1,7.05682404568602,0.416725948598446,0.397662167920077,0.407194058259262
